Q41,Q41A1,Q41A2,Q41A3,Q40,Q33,Q42A1,Q42A3,Q42A5,D_IND,D_INDSIZE1,WT,year
1,0,1,0,1,3,3,4,4,2,23,1.985300718,2020
1,1,0,0,1,3,4,4,4,2,23,1.985300718,2020
2, , , ,1,3,4,3,4,2,23,1.985300718,2020
1,0,1,0,1,2,3,4,3,2,23,1.985300718,2020
1,1,0,0,1,1,3,3,3,2,23,1.985300718,2020
1,0,1,0,1,2,4,4,4,2,23,1.985300718,2020
1,1,0,0,1,2,5,5,5,2,23,1.985300718,2020
1,0,1,0,1,2,3,3,3,2,23,1.955247766,2020
1,0,1,0,1,1,4,4,3,2,23,1.985300718,2020
1,1,0,0,1,2,3,3,3,2,23,1.985300718,2020
1,1,0,1,1,2,5,4,4,2,23,1.985300718,2020
1,0,1,0,1,2,3,2,4,2,23,1.985300718,2020
1,0,1,1,1,2,3,4,3,2,23,1.985300718,2020
1,1,0,0,1,2,4,3,3,2,23,1.985300718,2020
1,1,0,1,1,2,4,4,4,2,23,1.985300718,2020
1,0,1,0,1,2,1,3,3,2,23,1.985300718,2020
1,1,0,0,1,1,3,3,3,2,23,1.985300718,2020
1,1,0,1,1,2,4,3,3,2,23,1.985300718,2020
1,0,1,0,1,2,2,4,3,2,23,1.985300718,2020
1,0,1,0,1,2,3,4,4,2,23,1.985300718,2020
1,1,0,0,1,1,4,2,3,2,23,1.985300718,2020
1,1,0,0,1,2,4,3,3,2,23,1.955247766,2020
1,0,1,1,1,2,5,5,5,2,23,1.985300718,2020
1,0,1,0,1,3,2,3,2,2,23,1.985300718,2020
1,1,0,0,1,2,3,3,2,2,23,1.985300718,2020
1,0,1,0,1,2,3,2,3,2,23,1.985300718,2020
1,0,0,1,1,2,5,5,5,2,23,1.985300718,2020
1,1,0,1,1,2,5,5,3,2,23,1.985300718,2020
1,0,1,1,1,2,3,3,3,2,23,1.985300718,2020
1,0,1,0,1,2,5,4,5,2,23,1.985300718,2020
1,1,0,0,1,2,2,2,2,2,23,1.985300718,2020
1,0,1,0,1,2,3,2,4,2,23,1.985300718,2020
1,0,0,1,1,1,4,4,3,2,23,1.985300718,2020
1,0,1,0,1,1,3,3,1,2,23,1.955247766,2020
1,0,1,0,1,2,3,3,3,2,23,1.985300718,2020
1,1,0,0,1,2,5,5,3,2,23,1.985300718,2020
1,1,0,0,1,1,5,5,5,2,23,1.985300718,2020
1,0,0,1,1,1,3,3,3,2,23,1.985300718,2020
1,1,0,0,1,2,4,3,1,2,23,1.985300718,2020
1,1,0,1,1,2,4,4,4,2,23,1.985300718,2020
1,1,0,0,1,2,3,3,3,2,23,1.985300718,2020
1,0,1,0,1,2,3,3,3,2,23,1.955247766,2020
1,0,1,0,1,2,3,4,3,2,23,1.985300718,2020
1,0,1,0,1,2,4,5,5,2,23,1.955247766,2020
1,0,1,0,1,2,3,3,3,2,23,1.985300718,2020
1,1,0,0,1,2,4,4,3,2,23,1.985300718,2020
1,0,1,1,1,2,3,3,3,2,23,1.985300718,2020
1,1,0,1,1,2,5,3,3,2,23,1.985300718,2020
1,1,0,0,1,1,5,4,3,2,23,1.985300718,2020
1,1,0,1,1,2,5,5,5,2,23,1.985300718,2020
1,1,0,1,1,1,4,4,4,2,23,1.985300718,2020
1,1,0,1,1,2,3,3,2,2,23,1.985300718,2020
1,0,1,1,1,2,5,5,3,2,23,1.985300718,2020
1,1,0,0,1,1,4,3,2,2,23,1.985300718,2020
1,0,1,1,1,1,4,5,2,2,23,1.985300718,2020
1,1,0,0,1,2,5,5,5,2,23,1.985300718,2020
1,0,0,1,1,2,4,4,4,2,23,1.985300718,2020
1,0,1,0,1,1,4,4,4,2,23,1.985300718,2020
1,1,0,0,1,2,5,4,2,2,23,1.985300718,2020
1,0,1,0,1,2,5,5,5,2,23,1.985300718,2020
1,0,0,1,1,1,5,5,4,2,23,1.985300718,2020
1,1,0,1,1,2,5,5,4,2,23,1.955247766,2020
1,0,1,0,1,1,3,3,3,2,23,1.985300718,2020
1,0,1,0,1,2,3,3,3,2,23,1.985300718,2020
1,1,0,0,1,2,3,3,2,2,23,1.985300718,2020
1,1,0,0,1,2,4,3,3,2,23,1.985300718,2020
1,1,0,0,1,1,3,3,3,2,23,1.985300718,2020
1,1,0,0,2,1,4,4,4,2,23,1.985300718,2020
1,1,0,0,1,1,4,4,4,2,23,1.985300718,2020
1,1,0,1,1,2,5,5,3,2,23,1.985300718,2020
1,1,0,0,1,1,3,3,3,2,23,1.985300718,2020
1,1,0,0,1,2,3,3,3,2,23,1.985300718,2020
1,1,0,1,1,1,5,5,4,2,23,1.985300718,2020
1,1,0,0,1,1,3,3,3,2,23,1.985300718,2020
1,1,0,1,1,2,3,3,3,2,23,1.985300718,2020
1,1,0,0,1,2,3,3,3,2,23,1.955247766,2020
1,1,0,0,1,2,3,3,3,2,23,1.955247766,2020
1,1,0,1,1,2,4,4,3,2,23,1.955247766,2020
1,1,0,1,1,1,5,4,4,2,23,1.985300718,2020
1,1,0,0,1,2,4,4,4,2,23,1.985300718,2020
1,0,1,0,1,2,5,4,3,2,23,1.985300718,2020
1,1,0,0,1,2,3,4,3,2,23,1.985300718,2020
1,0,1,1,1,2,3,3,2,2,23,1.985300718,2020
1,1,0,0,1,1,4,3,3,2,23,1.985300718,2020
1,1,0,0,1,1,5,5,5,2,23,1.985300718,2020
1,1,0,1,1,2,5,5,5,2,23,1.985300718,2020
1,0,1,1,1,2,4,4,3,2,23,1.985300718,2020
1,0,1,1,1,2,4,4,4,2,23,1.985300718,2020
1,0,1,1,1,1,3,3,3,2,23,1.985300718,2020
1,0,1,0,1,2,3,3,3,2,23,1.955247766,2020
1,1,0,0,1,2,4,4,3,2,23,1.985300718,2020
1,1,0,1,1,2,4,4,3,2,23,1.985300718,2020
1,0,1,1,1,2,3,5,3,2,23,1.985300718,2020
1,1,0,0,1,1,5,5,5,2,23,1.985300718,2020
1,0,1,0,1,3,3,3,3,2,23,1.985300718,2020
1,1,0,1,1,2,4,4,4,2,23,1.985300718,2020
1,0,0,1,1,2,4,4,3,2,23,1.985300718,2020
1,1,0,1,1,2,4,4,4,2,23,1.955247766,2020
1,1,0,0,1,1,4,3,4,2,23,1.985300718,2020
1,0,1,0,1,2,4,4,5,2,23,1.955247766,2020
1,0,1,0,1,1,4,4,4,2,23,1.985300718,2020
1,1,0,0,1,1,3,3,4,2,23,1.955247766,2020
1,1,0,0,1,1,4,4,3,2,23,1.985300718,2020
1,0,1,0,1,2,4,4,3,2,23,1.955247766,2020
1,0,1,0,1,2,4,4,4,2,23,1.985300718,2020
1,0,1,0,1,1,4,4,4,2,23,1.985300718,2020
1,1,0,0,1,2,4,4,4,2,23,1.985300718,2020
1,1,0,0,1,1,5,5,5,2,23,1.482678767,2020
1,0,1,0,1,1,5,5,4,2,23,1.505468141,2020
1,1,0,1,1,2,2,2,2,2,23,1.505468141,2020
1,0,0,1,1,1,4,3,2,2,23,1.505468141,2020
1,0,1,1,2,1,3,2,3,2,23,1.505468141,2020
1,0,1,1,2,1,3,4,1,2,23,1.505468141,2020
1,1,0,0,1,2,4,3,3,2,23,1.505468141,2020
1,0,0,1,1,2,4,4,3,2,23,1.482678767,2020
1,1,0,0,1,2,5,5,1,2,23,1.505468141,2020
1,1,0,1,1,1,5,4,4,2,23,1.505468141,2020
1,0,1,1,1,1,4,4,4,2,23,1.482678767,2020
1,0,1,0,1,1,4,3,3,2,23,1.505468141,2020
1,1,0,1,2,1,4,4,2,2,23,1.505468141,2020
1,1,0,1,1,1,5,5,5,2,23,1.482678767,2020
1,1,0,0,1,2,4,4,4,2,23,1.482678767,2020
1,1,0,0,1,1,5,4,4,2,23,1.482678767,2020
1,1,0,0,1,2,5,4,4,2,23,1.505468141,2020
1,0,1,1,1,1,4,3,3,2,23,1.482678767,2020
1,0,1,0,1,1,3,4,3,2,23,1.505468141,2020
1,1,0,0,1,1,5,5,5,2,23,1.505468141,2020
1,1,0,1,1,2,5,5,5,2,23,1.505468141,2020
1,1,0,0,1,1,5,4,5,2,23,1.482678767,2020
1,1,0,0,1,3,5,4,4,2,23,1.482678767,2020
1,1,0,1,1,2,5,5,3,2,23,1.505468141,2020
1,1,0,0,1,1,5,4,5,2,23,1.505468141,2020
1,1,0,0,1,3,5,5,4,2,23,1.505468141,2020
1,0,0,1,1,1,5,5,5,2,23,1.505468141,2020
1,1,0,0,1,1,5,5,5,2,23,1.505468141,2020
1,1,0,0,1,1,5,4,5,2,23,1.482678767,2020
1,1,0,0,1,1,5,4,4,2,23,1.482678767,2020
1,1,0,1,1,1,5,5,5,2,23,1.505468141,2020
1,1,0,1,1,1,5,5,5,2,23,1.505468141,2020
1,1,0,0,1,1,5,4,5,2,23,1.505468141,2020
1,1,0,1,1,1,5,5,5,2,23,1.505468141,2020
1,1,0,1,1,1,5,5,5,2,23,1.505468141,2020
1,1,0,1,1,1,5,5,5,2,23,1.505468141,2020
1,1,1,0,1,1,5,4,5,2,23,1.505468141,2020
1,1,0,1,2,1,5,5,5,2,23,1.505468141,2020
1,1,0,1,2,1,4,3,3,2,23,1.482678767,2020
1,0,0,1,1,2,2,3,2,3,31,19.16638049,2020
1,0,0,1,1,2,4,4,2,3,31,19.46097554,2020
1,0,1,0,1,2,2,3,4,3,31,19.46097554,2020
1,0,0,1,1,2,3,2,3,3,31,19.16638049,2020
1,0,0,1,1,2,4,4,3,3,31,19.46097554,2020
1,0,0,1,1,2,4,3,2,3,31,19.46097554,2020
1,0,0,1,1,2,2,3,3,3,31,19.46097554,2020
1,0,0,1,1,2,2,3,2,3,31,19.46097554,2020
1,0,0,1,1,2,3,4,3,3,31,19.46097554,2020
2, , , ,1,2,3,3,3,3,31,19.46097554,2020
2, , , ,1,2,3,2,2,3,31,19.16638049,2020
2, , , ,1,2,4,3,2,3,31,19.46097554,2020
2, , , ,1,3,3,2,2,3,31,19.16638049,2020
2, , , ,1,2,4,2,2,3,31,19.46097554,2020
2, , , ,1,3,3,2,2,3,31,19.16638049,2020
2, , , ,1,3,3,3,2,3,31,19.46097554,2020
2, , , ,1,2,3,3,2,3,31,19.46097554,2020
2, , , ,1,2,4,3,2,3,31,19.46097554,2020
2, , , ,1,2,3,3,2,3,31,19.16638049,2020
2, , , ,1,3,4,1,1,3,31,19.46097554,2020
2, , , ,1,2,4,4,3,99,31,24.81880181,2020
2, , , ,1,2,3,4,2,3,31,19.46097554,2020
2, , , ,1,2,3,2,2,3,31,19.46097554,2020
2, , , ,1,2,3,3,2,3,31,19.46097554,2020
2, , , ,1,2,3,2,2,3,31,19.46097554,2020
2, , , ,1,2,3,4,2,3,31,19.46097554,2020
2, , , ,1,2,4,3,2,3,31,19.46097554,2020
1,0,0,1,1,2,4,2,2,3,31,19.46097554,2020
1,0,1,0,1,2,4,3,3,3,31,19.46097554,2020
2, , , ,1,2,3,3,3,3,31,19.16638049,2020
1,0,0,1,1,2,3,4,4,3,32,3.708889733,2020
2, , , ,1,2,4,4,3,3,32,3.708889733,2020
1,0,1,0,1,2,5,5,4,3,32,3.652745551,2020
1,0,0,1,1,2,3,3,3,3,32,3.652745551,2020
2, , , ,1,2,4,4,4,3,32,3.708889733,2020
2, , , ,1,2,4,4,4,3,32,3.708889733,2020
1,0,1,1,1,2,4,4,3,3,32,3.708889733,2020
2, , , ,1,2,3,4,3,3,32,3.708889733,2020
1,0,1,0,1,2,3,3,3,3,32,3.652745551,2020
1,0,1,0,1,2,4,3,3,3,32,3.708889733,2020
2, , , ,1,2,2,2,2,3,32,3.708889733,2020
2, , , ,1,2,4,4,4,3,32,3.708889733,2020
1,0,0,1,1,2,3,3,2,3,32,3.708889733,2020
2, , , ,1,3,4,4,2,3,32,3.708889733,2020
1,0,1,0,1,2,4,4,4,3,32,3.708889733,2020
1,0,0,1,1,2,5,2,2,3,32,3.708889733,2020
1,0,0,1,1,2,5,4,3,3,32,3.652745551,2020
1,1,0,0,1,2,4,5,4,3,32,3.652745551,2020
1,1,0,0,1,2,4,4,3,3,33,1.015857721,2020
1,1,0,0,1,2,5,3,4,3,33,1.015857721,2020
1,1,0,0,2,2,5,5,3,3,33,1.015857721,2020
1,0,1,0,1,2,5,3,4,3,33,1.015857721,2020
1,1,0,0,1,2,4,3,2,3,33,1.015857721,2020
1,1,0,0,1,2,4,3,4,3,33,1.015857721,2020
1,1,0,0,1,2,5,5,5,99,33,1.007477334,2020
2, , , ,1,2,4,3,3,99,33,1.007477334,2020
2, , , ,1,2,4,4,3,4,41,36.75321683,2020
2, , , ,1,3,3,3,3,4,41,36.75321683,2020
2, , , ,1,2,2,2,2,4,41,37.31812869,2020
2, , , ,1,2,2,2,2,4,41,37.31812869,2020
2, , , ,1,3,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,4,4,2,4,41,37.31812869,2020
2, , , ,1,3,2,2,2,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,4,4,3,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
1,0,1,0,1,2,2,3,2,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
2, , , ,1,3,3,3,3,4,41,36.75321683,2020
2, , , ,1,3,2,2,2,99,41,47.59223083,2020
2, , , ,1,2,5,4,4,4,41,37.31812869,2020
2, , , ,1,2,4,5,4,4,41,37.31812869,2020
2, , , ,1,2,4,4,3,4,41,37.31812869,2020
2, , , ,1,2,5,3,5,4,41,37.31812869,2020
2, , , ,1,2,4,4,3,4,41,37.31812869,2020
2, , , ,1,2,4,3,2,4,41,37.31812869,2020
2, , , ,1,2,3,3,2,4,41,36.75321683,2020
2, , , ,1,2,4,3,2,4,41,36.75321683,2020
2, , , ,1,2,4,3,3,4,41,37.31812869,2020
2, , , ,1,2,5,4,4,4,41,37.31812869,2020
2, , , ,1,2,5,4,3,4,41,37.31812869,2020
2, , , ,1,2,4,3,2,4,41,37.31812869,2020
2, , , ,1,2,4,4,2,4,41,37.31812869,2020
1,0,1,0,1,2,4,4,4,4,41,37.31812869,2020
2, , , ,1,2,2,2,2,4,41,37.31812869,2020
1,0,0,1,1,2,4,4,3,4,41,37.31812869,2020
2, , , ,1,2,3,3,2,4,41,37.31812869,2020
2, , , ,1,2,4,2,2,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,36.75321683,2020
2, , , ,1,2,4,4,4,4,41,37.31812869,2020
2, , , ,1,2,4,4,3,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,4,3,2,4,41,37.31812869,2020
1,0,1,0,1,2,4,4,4,4,41,37.31812869,2020
2, , , ,1,2,4,2,2,4,41,37.31812869,2020
2, , , ,1,2,2,2,2,4,41,37.31812869,2020
2, , , ,1,2,4,3,3,4,41,48.32374273,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,4,3,2,4,41,37.31812869,2020
2, , , ,1,2,4,4,3,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
1,0,0,1,1,2,5,3,3,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
2, , , ,1,3,3,3,2,4,41,37.31812869,2020
2, , , ,1,2,5,5,3,4,41,37.31812869,2020
2, , , ,1,2,4,4,4,4,41,36.75321683,2020
1,0,1,0,1,3,4,4,4,4,41,36.75321683,2020
2, , , ,1,2,4,4,3,4,41,37.31812869,2020
2, , , ,1,3,4,3,3,4,41,37.31812869,2020
2, , , ,1,3,2,2,2,4,41,37.31812869,2020
2, , , ,1,2,2,3,2,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,3,4,3,4,41,37.31812869,2020
1,0,0,1,1,2,3,3,3,4,41,36.75321683,2020
2, , , ,1,2,3,3,3,4,41,48.32374273,2020
2, , , ,1,2,4,4,4,4,41,48.32374273,2020
2, , , ,1,2,4,3,3,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,4,4,4,4,41,36.75321683,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,4,4,4,4,41,37.31812869,2020
2, , , ,1,2,4,4,4,4,41,37.31812869,2020
2, , , ,1,2,2,2,2,4,41,37.31812869,2020
2, , , ,1,2,4,4,4,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,36.75321683,2020
2, , , ,1,2,2,2,2,4,41,37.31812869,2020
2, , , ,1,2,4,4,3,4,41,37.31812869,2020
1,0,0,1,1,2,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,2,3,2,4,41,37.31812869,2020
2, , , ,1,2,5,2,5,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,3,3,2,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,2,2,2,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
2, , , ,1,3,3,3,1,4,41,37.31812869,2020
2, , , ,1,3,3,3,3,4,41,36.75321683,2020
2, , , ,1,3,3,3,3,4,41,37.31812869,2020
1,0,0,1,1,2,4,4,2,4,41,37.31812869,2020
2, , , ,1,3,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,4,3,2,4,41,37.31812869,2020
2, , , ,1,3,3,3,3,4,41,37.31812869,2020
2, , , ,1,3,2,2,2,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
1,0,0,1,1,2,3,3,3,4,41,36.75321683,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
1,0,0,1,1,3,3,3,3,4,41,37.31812869,2020
1,0,1,0,1,1,5,5,5,4,41,37.31812869,2020
2, , , ,1,3,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,3,3,2,4,41,37.31812869,2020
1,0,0,1,1,2,3,3,3,4,41,37.31812869,2020
1,0,0,1,1,3,3,3,3,4,41,37.31812869,2020
1,0,0,1,1,2,4,3,3,4,41,37.31812869,2020
2, , , ,1,3,3,3,3,4,41,37.31812869,2020
2, , , ,1,3,3,3,3,4,41,37.31812869,2020
1,0,0,1,1,2,3,3,3,4,41,37.31812869,2020
1,0,0,1,1,2,3,3,3,4,41,37.31812869,2020
1,0,0,1,1,2,3,3,2,4,41,37.31812869,2020
2, , , ,1,3,3,3,3,4,41,37.31812869,2020
2, , , ,1,3,3,3,3,4,41,36.75321683,2020
2, , , ,1,3,3,3,3,4,41,37.31812869,2020
2, , , ,1,3,3,2,2,4,41,37.31812869,2020
2, , , ,1,2,3,3,3,4,41,37.31812869,2020
1,0,1,0,1,3,4,4,3,4,41,37.31812869,2020
2, , , ,1,3,3,3,3,4,41,37.31812869,2020
2, , , ,1,3,2,2,2,4,41,37.31812869,2020
1,0,0,1,1,2,4,3,3,4,41,36.75321683,2020
2, , , ,1,3,3,3,3,4,41,37.31812869,2020
1,0,0,1,1,3,3,3,3,4,41,37.31812869,2020
2, , , ,1,2,4,3,3,4,42,7.241616692,2020
1,0,1,0,1,2,3,4,3,4,42,7.241616692,2020
2, , , ,1,2,3,2,2,4,42,7.241616692,2020
1,0,0,1,1,2,3,3,2,4,42,7.241616692,2020
2, , , ,1,3,3,3,3,4,42,7.241616692,2020
2, , , ,1,3,3,3,2,4,42,7.241616692,2020
2, , , ,1,3,3,3,2,4,42,7.241616692,2020
1,0,0,1,1,2,3,2,2,4,42,7.241616692,2020
2, , , ,1,2,1,1,1,4,42,7.241616692,2020
2, , , ,1,2,3,3,3,4,42,7.131995034,2020
2, , , ,1,2,3,3,2,4,42,7.241616692,2020
2, , , ,1,2,3,3,2,4,42,7.241616692,2020
1,0,0,1,1,2,4,4,4,4,42,7.241616692,2020
2, , , ,1,2,3,3,3,4,42,7.241616692,2020
2, , , ,1,3,3,3,3,4,42,7.241616692,2020
1,0,0,1,1,3,3,3,3,4,42,7.241616692,2020
1,0,0,1,1,2,3,3,3,4,42,7.241616692,2020
2, , , ,1,2,3,3,1,4,42,7.241616692,2020
1,0,0,1,1,3,3,3,3,4,42,7.131995034,2020
1,0,0,1,1,3,3,3,3,4,42,7.241616692,2020
2, , , ,1,2,3,3,3,4,42,7.241616692,2020
2, , , ,1,2,3,3,2,4,42,7.241616692,2020
2, , , ,1,2,3,3,3,4,42,7.241616692,2020
1,0,0,1,1,2,3,3,2,4,42,7.131995034,2020
1,0,0,1,1,2,3,3,3,4,42,7.241616692,2020
2, , , ,1,2,3,3,3,4,42,7.241616692,2020
1,0,0,1,1,3,3,3,3,4,42,7.241616692,2020
1,0,0,1,1,3,5,4,4,4,42,7.241616692,2020
2, , , ,1,3,3,3,3,4,42,7.241616692,2020
1,0,0,1,1,2,3,3,3,4,42,7.241616692,2020
2, , , ,1,2,3,3,3,4,42,7.241616692,2020
2, , , ,1,2,3,3,2,4,42,7.241616692,2020
2, , , ,1,2,3,3,3,4,42,7.241616692,2020
2, , , ,1,2,3,3,2,4,42,7.241616692,2020
1,0,0,1,1,3,3,3,3,4,42,7.241616692,2020
1,0,0,1,1,3,3,3,3,4,42,7.131995034,2020
1,0,0,1,1,3,3,3,3,4,42,7.241616692,2020
2, , , ,1,3,3,3,1,4,42,7.241616692,2020
1,0,0,1,1,2,4,4,4,4,42,7.241616692,2020
1,0,0,1,1,3,3,3,3,4,42,7.241616692,2020
1,0,0,1,1,2,3,3,3,4,42,7.241616692,2020
1,0,0,1,1,2,3,3,3,4,42,7.241616692,2020
2, , , ,1,2,3,3,3,4,42,7.241616692,2020
1,0,0,1,1,2,4,3,3,4,42,7.131995034,2020
2, , , ,1,3,3,3,3,4,42,7.241616692,2020
2, , , ,1,2,3,3,3,4,42,7.241616692,2020
1,0,0,1,1,3,3,3,3,4,42,7.131995034,2020
2, , , ,1,2,3,2,2,4,42,7.241616692,2020
2, , , ,1,3,3,3,3,4,42,7.241616692,2020
1,0,0,1,1,2,3,4,4,4,42,7.241616692,2020
2, , , ,1,3,3,3,3,4,42,7.241616692,2020
2, , , ,1,3,3,3,3,4,42,7.241616692,2020
1,0,0,1,1,3,3,3,3,4,42,7.241616692,2020
1,0,1,0,1,2,4,4,4,4,42,7.241616692,2020
1,0,0,1,1,3,3,3,3,4,42,7.131995034,2020
1,0,0,1,1,2,3,3,3,4,42,7.241616692,2020
2, , , ,1,3,3,2,2,4,42,7.241616692,2020
2, , , ,1,2,3,3,2,4,42,7.131995034,2020
2, , , ,1,2,4,4,3,4,42,7.241616692,2020
1,0,0,1,1,2,3,3,3,4,42,7.241616692,2020
2, , , ,1,3,3,3,2,4,42,7.131995034,2020
2, , , ,1,2,4,3,1,4,42,7.241616692,2020
1,0,0,1,1,2,3,3,2,4,42,7.241616692,2020
1,0,1,0,1,2,3,3,3,4,42,7.241616692,2020
2, , , ,1,2,3,3,3,4,42,7.131995034,2020
2, , , ,1,3,4,3,2,4,42,7.241616692,2020
2, , , ,1,2,3,3,2,4,42,7.241616692,2020
1,0,0,1,1,2,3,3,3,4,42,7.241616692,2020
2, , , ,1,3,3,2,1,4,42,7.241616692,2020
2, , , ,1,2,3,3,3,4,42,7.241616692,2020
2, , , ,1,2,3,3,3,4,42,7.241616692,2020
1,0,1,0,1,2,4,3,3,4,42,7.241616692,2020
2, , , ,1,3,4,4,4,4,42,7.241616692,2020
1,0,0,1,1,2,4,4,4,4,42,7.241616692,2020
2, , , ,1,3,4,3,3,4,42,7.131995034,2020
1,0,0,1,1,3,4,4,4,4,42,7.241616692,2020
2, , , ,1,2,3,3,3,4,42,7.241616692,2020
2, , , ,1,2,5,3,3,4,42,7.131995034,2020
2, , , ,1,2,4,4,3,4,42,7.241616692,2020
2, , , ,1,2,4,4,3,4,42,7.241616692,2020
1,0,0,1,1,2,3,3,3,4,42,7.241616692,2020
2, , , ,1,2,4,3,3,4,42,7.241616692,2020
1,0,0,1,1,2,3,3,3,4,42,7.241616692,2020
2, , , ,1,2,4,4,3,4,42,7.131995034,2020
1,0,1,0,1,2,4,3,3,4,42,7.241616692,2020
1,0,0,1,1,2,4,4,3,4,42,7.131995034,2020
1,0,0,1,1,3,4,4,4,4,42,7.241616692,2020
1,0,0,1,1,2,4,4,3,4,42,7.241616692,2020
2, , , ,1,2,4,3,4,4,43,1.803795015,2020
1,0,1,0,1,2,3,3,3,4,43,1.803795015,2020
1,0,0,1,1,2,4,4,4,4,43,1.776489648,2020
2, , , ,1,2,4,4,4,4,43,1.803795015,2020
1,0,0,1,1,2,4,3,3,4,43,1.803795015,2020
1,0,0,1,1,3,4,3,3,4,43,1.776489648,2020
1,0,0,1,1,3,3,3,4,4,43,1.776489648,2020
2, , , ,1,2,4,3,3,4,43,1.803795015,2020
1,0,1,0,1,2,4,4,4,4,43,1.803795015,2020
2, , , ,1,2,4,4,4,4,43,1.803795015,2020
2, , , ,1,2,4,3,4,4,43,1.803795015,2020
1,0,1,0,1,2,4,3,4,4,43,1.803795015,2020
2, , , ,1,3,5,3,3,4,43,1.803795015,2020
1,0,0,1,1,2,4,4,4,4,43,1.803795015,2020
2, , , ,1,1,4,3,3,4,43,1.803795015,2020
1,0,1,0,1,2,4,3,4,4,43,1.803795015,2020
2, , , ,1,2,5,4,3,4,43,1.803795015,2020
1,1,0,1,1,2,4,3,4,4,43,1.803795015,2020
1,0,0,1,1,2,4,4,4,4,43,1.803795015,2020
2, , , ,1,2,4,3,3,4,43,1.803795015,2020
1,1,0,0,1,2,4,4,3,4,43,1.776489648,2020
1,0,1,0,1,2,5,5,5,4,43,1.803795015,2020
2, , , ,1,2,4,3,3,4,43,1.803795015,2020
1,0,1,0,1,2,4,4,4,4,43,1.803795015,2020
1,0,1,0,1,2,4,3,3,4,43,1.803795015,2020
1,0,0,1,1,2,4,4,4,4,43,1.803795015,2020
1,0,0,1,1,3,4,4,3,4,43,1.803795015,2020
1,0,0,1,1,2,4,3,3,4,43,1.803795015,2020
1,0,0,1,1,2,5,4,4,4,43,1.803795015,2020
2, , , ,1,2,4,3,3,4,43,1.776489648,2020
1,0,0,1,1,3,4,4,4,4,43,1.803795015,2020
2, , , ,1,3,4,4,4,4,43,1.803795015,2020
1,0,0,1,1,3,4,4,4,4,43,1.803795015,2020
1,0,1,0,1,2,4,3,3,4,43,1.803795015,2020
1,0,0,1,1,2,4,4,4,4,43,1.803795015,2020
1,0,0,1,1,2,4,4,3,4,43,1.803795015,2020
1,0,1,0,1,2,4,3,3,4,43,1.803795015,2020
1,0,0,1,1,2,4,3,3,4,43,1.803795015,2020
1,1,0,0,1,2,5,4,4,4,43,1.776489648,2020
1,1,0,1,1,2,3,4,3,4,43,1.803795015,2020
1,1,0,0,1,2,4,4,4,4,43,1.803795015,2020
1,1,0,0,1,2,5,4,4,4,43,1.803795015,2020
1,1,0,0,1,2,4,4,3,4,43,1.803795015,2020
2, , , ,1,2,3,3,3,4,43,1.803795015,2020
1,1,0,0,1,2,4,4,4,4,43,1.776489648,2020
2, , , ,1,2,4,4,4,4,43,1.803795015,2020
1,0,0,1,1,2,4,4,4,4,43,1.776489648,2020
2, , , ,1,1,5,4,4,4,43,1.197270508,2020
2, , , ,1,2,5,3,2,4,43,1.197270508,2020
1,1,0,0,1,2,5,5,5,4,43,1.197270508,2020
1,1,0,0,1,2,5,4,3,4,43,1.197270508,2020
1,0,1,0,1,2,4,3,2,4,43,1.197270508,2020
1,0,1,1,2,1,5,4,4,4,43,1.197270508,2020
1,0,1,1,1,2,4,4,3,4,43,1.197270508,2020
